vendorID,passengerCount,tripDistance,totalAmount,puYear,puMonth,month_num,day_of_month,day_of_week,hour_of_day
2,1,1.77,11.8,2015,3,3,5,3,16
2,1,3.3,18.3,2015,3,3,6,4,19
2,1,10.13,44.16,2015,3,3,30,0,10
2,1,3.66,14.8,2015,3,3,2,0,2
2,1,1.49,10.3,2015,3,3,8,6,1
2,3,11.19,37.3,2015,3,3,21,5,4
2,5,7.12,26.76,2015,3,3,17,1,9
2,1,0.71,5.8,2015,3,3,6,4,23
2,1,0.75,6.8,2015,3,3,5,3,16
2,1,2.55,12.96,2015,3,3,3,1,21
2,1,1.01,7.3,2015,3,3,8,6,5
2,1,1.66,11.62,2015,3,3,13,4,9
2,1,4.04,18.8,2015,3,3,18,2,15
2,1,1.81,9.3,2015,3,3,14,5,19
2,1,1.37,7.8,2015,3,3,14,5,22
2,1,1.35,8.3,2015,3,3,22,6,21
1,1,1.2,7.3,2015,3,3,20,4,20
2,1,2.35,12.96,2015,3,3,25,2,7
1,1,9.7,32.24,2015,3,3,15,6,1
1,1,0.9,8.15,2015,3,3,5,3,9
2,1,0.77,8.3,2015,3,3,5,3,17
2,1,0.63,5.8,2015,3,3,20,4,15
2,1,2.43,13.8,2015,3,3,19,3,14
2,1,1.76,8.8,2015,3,3,23,0,15
2,1,0.44,5.76,2015,3,3,14,5,2
2,1,3.13,16.3,2015,3,3,4,2,17
1,1,2.2,12.8,2015,3,3,10,1,17
2,2,8.43,26.8,2015,3,3,14,5,2
2,1,1.05,6.8,2015,3,3,25,2,13
1,1,1.9,10.8,2015,3,3,28,5,23
2,1,3.35,13.3,2015,3,3,22,6,1
2,2,2.15,13.56,2015,3,3,13,4,23
2,1,0.41,4.8,2015,3,3,19,3,7
1,1,4.9,26.13,2015,3,3,1,6,3
1,1,4.6,18.8,2015,3,3,17,1,19
2,1,1.83,9.3,2015,3,3,13,4,0
2,1,1.94,12.36,2015,3,3,28,5,20
2,1,0.51,5.3,2015,3,3,13,4,20
2,1,1.29,9.8,2015,3,3,3,1,15
2,2,1.44,8.8,2015,3,3,1,6,20
2,5,1.05,6.3,2015,3,3,13,4,22
1,1,2.9,13.3,2015,3,3,29,6,21
2,1,1.34,8.3,2015,3,3,29,6,10
2,2,0.92,6.3,2015,3,3,6,4,21
2,5,1.54,14.04,2015,3,3,5,3,13
2,1,1.15,8.3,2015,3,3,21,5,0
1,1,0.6,7.8,2015,3,3,2,0,18
2,1,2.62,12.8,2015,3,3,16,0,11
2,1,2.84,16.8,2015,3,3,14,5,22
2,1,2.21,18.96,2015,3,3,21,5,19
1,1,0.9,5.8,2015,3,3,20,4,13
2,1,1.62,11.0,2015,3,3,23,0,20
2,1,3.88,16.3,2015,3,3,28,5,2
2,1,1.95,14.12,2015,3,3,6,4,15
2,1,2.15,10.8,2015,3,3,12,3,21
1,1,2.3,14.75,2015,3,3,27,4,21
1,1,5.3,22.8,2015,3,3,20,4,15
2,1,1.02,7.3,2015,3,3,2,0,21
1,1,5.7,30.84,2015,3,3,30,0,14
2,1,0.72,5.3,2015,3,3,5,3,10
2,1,5.31,29.76,2015,3,3,30,0,18
2,1,6.82,28.5,2015,3,3,26,3,23
2,1,2.26,12.96,2015,3,3,9,0,15
2,1,2.86,17.16,2015,3,3,20,4,16
2,1,7.33,27.8,2015,3,3,14,5,16
2,1,0.4,4.8,2015,3,3,22,6,11
2,1,1.96,11.3,2015,3,3,9,0,13
2,1,0.51,4.8,2015,3,3,29,6,1
2,1,10.16,59.56,2015,3,3,6,4,11
1,1,4.5,15.3,2015,3,3,21,5,21
1,1,0.5,5.8,2015,3,3,14,5,2
2,1,1.96,10.8,2015,3,3,30,0,18
2,2,1.73,10.38,2015,3,3,13,4,20
2,1,11.66,43.3,2015,3,3,2,0,16
2,5,1.62,9.96,2015,3,3,27,4,23
2,1,1.03,7.8,2015,3,3,10,1,9
2,1,1.83,8.8,2015,3,3,23,0,1
1,1,0.5,6.38,2015,3,3,5,3,8
1,1,2.1,9.8,2015,3,3,1,6,7
2,1,3.65,20.16,2015,3,3,15,6,14
2,1,0.63,5.8,2015,3,3,19,3,20
2,1,2.75,17.76,2015,3,3,4,2,11
2,1,3.03,14.3,2015,3,3,4,2,7
2,1,0.81,6.3,2015,3,3,21,5,1
2,5,1.33,9.8,2015,3,3,20,4,22
2,1,9.55,50.33,2015,3,3,9,0,10
2,1,0.87,6.3,2015,3,3,8,6,17
2,1,4.2,26.76,2015,3,3,25,2,19
1,1,3.7,3.8,2015,3,3,4,2,1
2,6,1.18,9.8,2015,3,3,26,3,9
2,1,2.33,14.16,2015,3,3,10,1,7
1,1,1.6,7.8,2015,3,3,5,3,21
2,1,5.1,20.8,2015,3,3,18,2,7
2,1,0.75,10.38,2015,3,3,7,5,14
1,1,1.8,11.3,2015,3,3,23,0,17
2,1,12.36,43.8,2015,3,3,13,4,15
2,1,2.79,12.8,2015,3,3,8,6,1
2,1,5.86,23.8,2015,3,3,29,6,0
1,1,4.0,18.3,2015,3,3,11,2,11
2,1,1.58,14.69,2015,3,3,26,3,19
2,1,0.94,6.3,2015,3,3,17,1,21
1,1,0.6,5.8,2015,3,3,29,6,13
2,1,2.02,12.2,2015,3,3,15,6,21
2,1,2.13,11.3,2015,3,3,22,6,20
2,1,5.7,27.96,2015,3,3,14,5,18
1,1,1.6,10.3,2015,3,3,2,0,22
2,1,0.64,5.8,2015,3,3,11,2,9
1,1,1.8,8.3,2015,3,3,19,3,21
2,3,1.35,9.96,2015,3,3,20,4,17
1,1,1.4,11.0,2015,3,3,25,2,20
2,1,0.93,9.96,2015,3,3,30,0,14
2,1,1.87,10.8,2015,3,3,8,6,15
2,1,1.3,8.8,2015,3,3,23,0,18
2,1,4.26,19.3,2015,3,3,1,6,4
2,1,2.46,14.12,2015,3,3,14,5,1
2,1,9.02,32.3,2015,3,3,24,1,3
2,1,1.4,7.8,2015,3,3,22,6,19
2,1,2.96,13.3,2015,3,3,19,3,22
2,3,1.48,8.3,2015,3,3,13,4,4
2,2,1.25,8.3,2015,3,3,11,2,21
1,2,1.2,7.8,2015,3,3,27,4,11
2,1,2.67,13.8,2015,3,3,9,0,13
2,1,1.77,8.8,2015,3,3,2,0,11
2,1,1.95,12.3,2015,3,3,21,5,13
1,1,2.4,13.8,2015,3,3,5,3,12
2,1,1.95,9.8,2015,3,3,5,3,22
1,1,2.8,15.8,2015,3,3,26,3,13
2,1,1.04,7.3,2015,3,3,29,6,3
1,2,1.4,8.3,2015,3,3,4,2,22
2,1,2.52,11.3,2015,3,3,22,6,17
2,1,1.55,7.3,2015,3,3,19,3,10
1,1,2.0,10.3,2015,3,3,7,5,0
2,1,14.82,55.13,2015,3,3,19,3,11
2,1,2.13,11.3,2015,3,3,3,1,20
2,1,4.23,17.3,2015,3,3,16,0,12
2,1,3.23,18.3,2015,3,3,12,3,18
2,1,2.68,15.8,2015,3,3,12,3,14
2,2,0.87,6.8,2015,3,3,30,0,7
2,1,1.14,8.3,2015,3,3,30,0,16
1,1,1.0,9.35,2015,3,3,10,1,17
2,1,2.09,11.8,2015,3,3,2,0,20
2,1,1.38,8.8,2015,3,3,7,5,17
1,1,4.2,14.5,2015,3,3,28,5,4
2,1,0.92,8.8,2015,3,3,12,3,17
1,1,2.2,10.3,2015,3,3,29,6,22
2,1,1.29,6.8,2015,3,3,28,5,9
2,2,1.64,12.36,2015,3,3,19,3,17
1,1,2.0,9.8,2015,3,3,12,3,20
2,1,2.1,13.56,2015,3,3,27,4,2
1,1,1.7,10.3,2015,3,3,22,6,20
2,2,4.75,17.8,2015,4,4,23,3,2
1,1,2.3,11.8,2015,4,4,22,2,21
1,1,0.3,4.8,2015,4,4,2,3,15
2,1,6.53,27.3,2015,4,4,5,6,20
2,1,1.35,9.3,2015,4,4,26,6,3
1,1,1.1,7.3,2015,4,4,22,2,19
2,1,1.24,8.8,2015,4,4,25,5,20
2,6,6.39,22.8,2015,4,4,1,2,20
1,1,6.9,26.8,2015,4,4,15,2,15
2,1,0.95,5.8,2015,4,4,19,6,6
2,1,0.78,8.76,2015,4,4,3,4,17
2,1,0.62,6.8,2015,4,4,29,2,19
2,5,4.29,18.8,2015,4,4,12,6,18
2,1,0.67,8.0,2015,4,4,15,2,9
2,1,0.93,6.8,2015,4,4,11,5,0
2,1,2.14,10.8,2015,4,4,8,2,9
1,1,4.4,22.55,2015,4,4,28,1,16
2,1,0.66,7.25,2015,4,4,29,2,12
1,1,0.5,8.15,2015,4,4,9,3,18
2,1,0.91,12.0,2015,4,4,14,1,21
1,1,1.4,7.8,2015,4,4,20,0,0
2,1,4.27,30.96,2015,4,4,24,4,8
2,1,0.73,8.0,2015,4,4,1,2,12
2,2,0.72,6.3,2015,4,4,16,3,17
2,5,0.43,5.3,2015,4,4,19,6,17
2,1,1.33,6.8,2015,4,4,23,3,9
2,1,4.64,16.3,2015,4,4,5,6,20
2,1,0.9,7.3,2015,4,4,17,4,18
1,3,2.5,12.8,2015,4,4,11,5,22
2,1,1.76,9.3,2015,4,4,5,6,0
2,1,5.27,23.3,2015,4,4,18,5,18
2,1,6.58,29.64,2015,4,4,18,5,22
2,1,7.38,29.76,2015,4,4,11,5,0
2,1,7.11,39.96,2015,4,4,18,5,20
1,1,3.6,19.55,2015,4,4,14,1,7
1,1,2.7,12.8,2015,4,4,20,0,8
1,1,7.7,30.8,2015,4,4,11,5,12
2,1,0.96,6.3,2015,4,4,24,4,13
1,1,1.5,11.75,2015,4,4,13,0,15
2,1,7.82,27.3,2015,4,4,12,6,23
2,1,3.43,15.8,2015,4,4,5,6,17
2,1,0.87,6.36,2015,4,4,10,4,8
2,1,0.74,5.3,2015,4,4,8,2,11
2,1,5.99,21.3,2015,4,4,12,6,8
1,2,1.2,7.3,2015,4,4,26,6,11
2,2,0.9,6.3,2015,4,4,28,1,23
2,1,2.11,11.3,2015,4,4,12,6,10
1,1,0.8,7.3,2015,4,4,4,5,21
1,1,19.1,53.8,2015,4,4,20,0,21
2,1,1.28,9.96,2015,4,4,4,5,23
2,1,1.38,8.8,2015,4,4,4,5,12
2,5,6.73,26.3,2015,4,4,26,6,21
2,5,2.85,17.6,2015,4,4,15,2,19
2,1,1.96,9.8,2015,4,4,1,2,7
1,1,2.0,10.8,2015,4,4,10,4,23
2,1,0.98,8.76,2015,4,4,24,4,10
2,1,1.02,9.75,2015,4,4,2,3,19
1,1,1.4,9.3,2015,4,4,6,0,15
2,1,3.82,18.8,2015,4,4,20,0,8
2,4,0.56,5.8,2015,4,4,16,3,18
2,1,8.18,31.62,2015,4,4,22,2,13
2,1,1.14,7.3,2015,4,4,1,2,0
2,1,2.04,15.3,2015,4,4,18,5,20
1,1,1.3,9.35,2015,4,4,22,2,23
2,1,4.07,18.8,2015,4,4,25,5,2
2,1,1.67,8.8,2015,4,4,10,4,21
2,3,2.98,12.0,2015,4,4,17,4,16
2,1,15.38,50.76,2015,4,4,13,0,6
2,1,1.02,6.8,2015,4,4,25,5,18
2,2,0.65,8.16,2015,4,4,7,1,22
2,1,6.18,15.0,2015,4,4,26,6,22
2,1,1.82,10.8,2015,4,4,11,5,1
2,2,0.79,6.8,2015,4,4,20,0,0
2,1,0.68,5.8,2015,4,4,18,5,0
2,1,2.76,12.3,2015,4,4,20,0,13
1,1,4.6,19.3,2015,4,4,24,4,16
2,1,5.9,26.62,2015,4,4,2,3,9
1,2,1.9,9.8,2015,4,4,1,2,11
2,1,3.11,14.8,2015,4,4,4,5,0
2,1,0.69,5.8,2015,4,4,3,4,22
2,1,7.94,25.3,2015,4,4,9,3,22
1,1,1.7,8.8,2015,4,4,7,1,12
1,3,0.9,6.8,2015,4,4,11,5,18
2,1,2.86,13.8,2015,4,4,23,3,11
1,1,2.8,15.95,2015,4,4,10,4,21
2,1,4.7,26.62,2015,4,4,25,5,22
2,1,1.32,12.3,2015,4,4,20,0,17
2,1,1.05,7.3,2015,4,4,26,6,14
2,1,2.9,12.8,2015,4,4,16,3,18
2,1,1.11,10.8,2015,4,4,14,1,13
2,1,1.62,9.3,2015,4,4,17,4,23
2,1,1.1,8.5,2015,4,4,24,4,11
1,2,2.9,12.8,2015,4,4,27,0,3
1,1,2.0,13.5,2015,4,4,28,1,20
2,2,1.34,11.3,2015,4,4,2,3,18
1,1,0.5,5.8,2015,4,4,21,1,11
2,1,5.68,25.38,2015,4,4,25,5,4
2,1,2.69,14.3,2015,4,4,27,0,2
2,1,3.57,16.3,2015,4,4,10,4,17
2,1,10.79,39.96,2015,4,4,15,2,22
2,1,1.42,11.3,2015,4,4,26,6,2
2,1,3.41,19.56,2015,4,4,11,5,19
1,1,4.2,20.3,2015,4,4,2,3,6
1,1,4.6,22.8,2015,4,4,29,2,14
2,1,1.88,9.3,2015,4,4,29,2,12
2,1,0.9,7.3,2015,4,4,24,4,8
2,1,3.06,14.3,2015,4,4,1,2,7
2,1,1.38,8.3,2015,4,4,9,3,20
1,1,1.1,8.3,2015,4,4,17,4,16
2,1,4.4,23.14,2015,4,4,12,6,3
1,3,1.6,10.8,2015,4,4,17,4,18
2,1,2.3,10.8,2015,4,4,26,6,22
2,1,0.43,4.3,2015,4,4,12,6,18
2,1,1.42,12.36,2015,4,4,16,3,15
2,1,0.28,5.3,2015,4,4,6,0,16
1,2,4.5,16.8,2015,4,4,18,5,15
2,1,6.88,26.3,2015,4,4,5,6,21
2,1,3.02,13.3,2015,4,4,9,3,19
2,1,6.08,22.8,2015,4,4,2,3,21
2,5,1.12,8.16,2015,4,4,16,3,20
2,1,0.79,5.8,2015,4,4,27,0,3
2,5,0.53,6.96,2015,4,4,27,0,18
2,1,1.49,8.8,2015,4,4,17,4,23
1,1,1.1,6.8,2015,4,4,12,6,10
2,1,1.25,8.3,2015,4,4,21,1,1
2,6,0.34,4.3,2015,4,4,11,5,12
2,1,5.71,21.8,2015,4,4,13,0,8
2,1,4.54,27.25,2015,4,4,17,4,20
2,1,2.44,15.8,2015,4,4,25,5,13
2,5,1.72,10.3,2015,4,4,6,0,3
2,1,3.13,14.3,2015,4,4,2,3,22
2,1,0.61,8.0,2015,4,4,25,5,2
2,1,1.99,12.3,2015,4,4,20,0,15
1,1,3.6,15.08,2015,4,4,28,1,13
1,1,3.1,14.8,2015,4,4,17,4,6
2,1,8.25,35.38,2015,4,4,10,4,11
2,1,8.34,31.3,2015,4,4,11,5,23
1,1,3.5,15.8,2015,4,4,2,3,23
2,1,0.85,7.56,2015,4,4,7,1,21
2,2,3.61,13.3,2015,4,4,23,3,21
2,1,1.29,7.3,2015,4,4,11,5,21
1,1,3.5,17.15,2015,4,4,15,2,12
2,1,5.34,22.3,2015,4,4,11,5,20
2,5,2.5,12.3,2015,4,4,11,5,19
2,1,1.05,7.3,2015,4,4,24,4,1
2,1,1.28,10.8,2015,4,4,5,6,21
2,1,1.52,9.3,2015,4,4,17,4,8
2,1,1.91,10.3,2015,4,4,10,4,0
2,1,4.03,20.16,2015,4,4,25,5,5
2,1,8.58,27.3,2015,4,4,10,4,20
2,1,1.3,7.8,2015,4,4,9,3,1
2,1,1.08,7.8,2015,4,4,17,4,11
2,1,5.36,23.3,2015,4,4,18,5,21
2,1,2.75,14.76,2015,4,4,18,5,2
2,1,0.92,7.8,2015,4,4,21,1,22
2,1,1.07,6.3,2015,4,4,2,3,8
2,2,0.92,6.8,2015,4,4,23,3,15
2,1,3.96,18.96,2015,4,4,12,6,1
2,1,2.33,11.3,2015,4,4,25,5,19
2,1,0.63,4.8,2015,4,4,25,5,17
2,1,3.31,14.8,2015,4,4,11,5,2
2,1,7.18,22.8,2015,4,4,7,1,8
2,1,1.2,10.38,2015,4,4,18,5,1
1,1,2.1,12.95,2015,4,4,22,2,15
2,1,5.95,24.8,2015,4,4,19,6,12
2,1,1.24,9.3,2015,4,4,23,3,17
2,1,1.56,8.8,2015,4,4,10,4,17
2,1,5.91,25.8,2015,4,4,9,3,23
2,1,0.98,7.8,2015,4,4,14,1,17
2,1,6.18,19.8,2015,4,4,7,1,0
2,1,3.06,17.8,2015,4,4,17,4,16
2,1,6.07,32.81,2015,4,4,14,1,22
2,1,6.25,26.3,2015,4,4,4,5,22
2,1,0.94,8.16,2015,4,4,8,2,22
2,5,3.5,15.8,2015,4,4,15,2,17
2,2,1.04,13.3,2015,4,4,25,5,23
2,1,1.33,8.3,2015,4,4,29,2,18
2,1,1.06,7.8,2015,4,4,22,2,18
2,1,3.31,19.84,2015,4,4,7,1,6
2,1,9.46,33.84,2015,4,4,24,4,4
2,1,1.45,8.3,2015,4,4,11,5,11
2,1,1.9,10.8,2015,4,4,27,0,19
2,1,0.9,6.3,2015,4,4,11,5,21
2,2,2.31,14.16,2015,4,4,12,6,22
1,1,5.1,23.3,2015,4,4,24,4,15
1,1,18.5,66.34,2015,4,4,14,1,7
2,1,0.45,4.8,2015,4,4,2,3,22
2,1,3.42,16.56,2015,4,4,24,4,20
2,1,0.79,7.8,2015,4,4,15,2,18
2,1,1.15,10.56,2015,4,4,11,5,18
2,1,2.21,11.8,2015,4,4,22,2,10
1,1,3.8,16.8,2015,4,4,8,2,18
2,1,0.89,7.3,2015,4,4,13,0,18
2,1,2.57,11.3,2015,4,4,7,1,12
2,1,2.72,14.12,2015,4,4,1,2,1
2,1,0.44,4.3,2015,4,4,12,6,17
2,2,7.28,30.36,2015,4,4,26,6,12
2,2,0.94,8.16,2015,4,4,6,0,21
2,1,0.51,5.8,2015,4,4,13,0,18
2,1,1.92,10.3,2015,4,4,11,5,10
2,1,2.41,11.3,2015,4,4,4,5,23
2,1,3.98,18.3,2015,4,4,28,1,10
2,1,0.87,7.3,2015,4,4,28,1,23
2,1,2.14,10.3,2015,4,4,8,2,15
2,1,0.38,5.8,2015,4,4,13,0,12
2,1,1.09,6.8,2015,4,4,12,6,21
2,1,3.0,18.36,2015,4,4,11,5,19
2,5,3.1,16.3,2015,4,4,23,3,17
2,1,1.13,8.8,2015,4,4,9,3,21
2,1,1.84,11.3,2015,4,4,2,3,18
2,1,4.37,34.18,2015,4,4,18,5,20
2,1,0.56,5.8,2015,4,4,10,4,17
2,1,2.23,10.3,2015,4,4,5,6,15
2,1,1.34,7.3,2015,4,4,27,0,16
2,1,8.2,29.3,2015,4,4,9,3,21
2,3,1.36,7.8,2015,4,4,4,5,4
2,1,0.58,6.96,2015,4,4,8,2,19
1,1,4.7,18.3,2015,4,4,9,3,6
1,1,6.5,24.95,2015,4,4,7,1,7
2,1,5.12,20.8,2015,4,4,3,4,23
2,2,4.36,27.36,2015,4,4,25,5,0
2,1,6.45,25.3,2015,4,4,13,0,18
2,1,1.07,6.8,2015,4,4,18,5,20
2,1,0.9,8.5,2015,4,4,13,0,21
2,1,17.52,58.34,2015,4,4,21,1,21
2,1,3.67,17.25,2015,4,4,18,5,2
2,1,1.08,9.12,2015,4,4,26,6,21
1,1,1.6,10.3,2015,4,4,16,3,4
2,1,4.8,22.3,2015,4,4,1,2,8
1,1,1.4,12.25,2015,4,4,24,4,18
2,1,0.39,4.8,2015,4,4,4,5,22
2,1,1.0,5.8,2015,4,4,2,3,10
2,5,2.84,12.96,2015,4,4,26,6,12
2,1,4.48,24.96,2015,4,4,24,4,21
2,1,0.88,10.56,2015,4,4,20,0,10
2,1,1.37,9.3,2015,4,4,25,5,20
2,1,0.86,7.3,2015,4,4,6,0,16
1,2,1.9,10.8,2015,4,4,23,3,20
2,2,1.19,7.8,2015,4,4,21,1,21
2,1,0.86,6.8,2015,4,4,11,5,16
1,2,1.1,7.3,2015,4,4,11,5,23
1,1,1.2,7.8,2015,4,4,7,1,21
2,2,6.03,31.61,2015,4,4,24,4,20
2,1,1.31,11.62,2015,4,4,1,2,17
2,1,0.58,7.3,2015,4,4,1,2,7
2,1,3.82,17.3,2015,4,4,11,5,22
2,1,1.24,9.75,2015,4,4,4,5,14
1,1,1.1,7.8,2015,4,4,1,2,8
1,1,1.4,11.3,2015,4,4,2,3,15
2,1,0.74,5.8,2015,4,4,23,3,20
1,1,1.7,17.75,2015,4,4,15,2,15
2,1,1.74,9.96,2015,4,4,13,0,11
1,1,2.1,10.3,2015,4,4,18,5,19
2,1,4.59,18.3,2015,4,4,6,0,16
1,1,0.6,5.8,2015,4,4,12,6,18
2,1,0.69,7.05,2015,4,4,11,5,15
2,1,4.04,18.8,2015,4,4,7,1,9
2,1,3.51,13.8,2015,4,4,22,2,7
2,5,4.1,17.3,2015,4,4,15,2,19
2,5,2.89,14.76,2015,4,4,15,2,1
1,1,10.4,30.8,2015,4,4,11,5,4
2,1,3.07,10.0,2015,4,4,25,5,0
1,1,5.9,20.8,2015,4,4,25,5,0
2,1,5.69,21.8,2015,4,4,8,2,0
2,1,3.17,15.96,2015,4,4,25,5,22
2,1,2.73,12.3,2015,4,4,8,2,10
2,5,14.91,43.8,2015,4,4,5,6,3
1,2,3.0,14.3,2015,4,4,6,0,21
2,5,5.07,27.25,2015,4,4,1,2,6
2,1,3.1,12.8,2015,4,4,4,5,12
1,1,2.2,12.3,2015,4,4,24,4,12
2,2,2.35,11.8,2015,4,4,8,2,22
1,1,1.1,8.8,2015,4,4,27,0,18
2,1,2.07,9.8,2015,4,4,29,2,14
2,1,2.06,11.8,2015,4,4,17,4,15
2,1,2.23,11.3,2015,4,4,14,1,10
2,1,1.2,7.3,2015,4,4,12,6,14
2,1,3.51,18.8,2015,4,4,9,3,14
1,1,1.2,6.3,2015,4,4,18,5,19
2,1,13.66,50.76,2015,4,4,11,5,23
1,1,0.9,7.55,2015,4,4,3,4,22
2,1,0.73,5.3,2015,4,4,12,6,19
2,1,1.41,11.62,2015,4,4,15,2,9
2,1,4.22,17.8,2015,4,4,22,2,14
2,1,1.17,8.8,2015,4,4,8,2,16
2,3,1.38,10.3,2015,4,4,24,4,19
2,1,1.05,8.76,2015,4,4,28,1,2
1,1,4.3,21.8,2015,4,4,11,5,14
2,1,2.16,14.16,2015,4,4,10,4,14
2,1,0.93,6.8,2015,4,4,3,4,8
2,3,1.61,8.8,2015,4,4,11,5,22
2,1,0.64,6.89,2015,4,4,23,3,13
2,1,1.49,8.8,2015,4,4,20,0,11
2,1,3.9,18.3,2015,4,4,18,5,13
1,1,4.5,19.55,2015,4,4,17,4,12
2,1,0.69,7.8,2015,4,4,23,3,18
2,4,0.56,4.8,2015,4,4,27,0,21
1,1,7.2,26.8,2015,4,4,13,0,9
1,1,0.9,6.8,2015,4,4,23,3,23
2,1,9.26,40.69,2015,4,4,25,5,16
2,1,6.01,24.8,2015,4,4,20,0,11
2,1,0.82,8.3,2015,4,4,4,5,22
1,1,2.6,12.8,2015,4,4,22,2,19
2,1,1.36,8.8,2015,4,4,22,2,0
2,1,1.55,12.25,2015,4,4,18,5,16
1,1,2.0,15.3,2015,4,4,24,4,22
2,1,1.56,12.09,2015,4,4,11,5,1
1,1,1.8,9.3,2015,4,4,11,5,0
2,1,1.6,12.36,2015,4,4,18,5,22
2,1,1.52,10.3,2015,4,4,29,2,20
2,1,4.01,19.12,2015,4,4,18,5,8
2,1,3.87,19.12,2015,4,4,11,5,0
2,1,5.41,30.8,2015,4,4,29,2,18
2,1,7.73,31.56,2015,4,4,25,5,22
1,1,1.7,9.8,2015,4,4,28,1,19
2,5,2.37,11.16,2015,4,4,6,0,9
2,1,1.92,12.36,2015,4,4,22,2,22
2,1,2.53,11.8,2015,4,4,11,5,15
2,1,2.21,14.76,2015,4,4,11,5,23
2,1,2.1,15.38,2015,4,4,14,1,18
1,1,1.9,10.8,2015,4,4,28,1,18
2,3,2.24,11.8,2015,4,4,8,2,18
2,5,3.29,13.3,2015,4,4,11,5,11
2,1,1.06,7.3,2015,4,4,19,6,15
2,1,4.72,24.96,2015,4,4,29,2,7
2,1,1.8,8.8,2015,4,4,5,6,16
2,1,0.98,6.8,2015,4,4,21,1,7
2,1,4.49,18.3,2015,4,4,5,6,3
2,1,1.64,9.8,2015,4,4,29,2,0
2,1,3.05,17.16,2015,4,4,12,6,18
2,5,18.42,73.61,2015,4,4,24,4,23
2,5,0.77,7.56,2015,4,4,2,3,23
2,1,1.09,6.8,2015,4,4,15,2,13
1,2,0.9,6.8,2015,4,4,22,2,15
2,1,1.43,8.3,2015,4,4,20,0,14
2,5,1.57,8.3,2015,4,4,23,3,23
2,1,0.39,4.3,2015,4,4,11,5,16
1,1,6.1,24.8,2015,4,4,18,5,23
2,1,7.15,27.96,2015,4,4,2,3,2
2,1,3.61,15.96,2015,4,4,8,2,6
2,1,4.63,18.3,2015,4,4,11,5,10
1,2,4.2,20.8,2015,4,4,25,5,13
2,1,0.69,7.35,2015,4,4,28,1,17
2,1,1.81,14.8,2015,4,4,17,4,18
2,1,0.73,5.3,2015,4,4,7,1,9
2,6,3.53,21.36,2015,4,4,19,6,19
2,1,2.75,15.34,2015,4,4,27,0,6
2,1,3.52,14.8,2015,4,4,18,5,9
2,1,1.82,11.16,2015,4,4,20,0,20
2,1,6.78,43.6,2015,4,4,25,5,18
2,1,2.91,12.8,2015,4,4,5,6,1
2,1,0.92,5.3,2015,4,4,22,2,6
1,1,14.3,46.8,2015,4,4,5,6,15
1,1,2.0,9.3,2015,4,4,2,3,0
2,1,4.43,26.3,2015,4,4,1,2,20
2,6,2.24,12.3,2015,4,4,3,4,23
2,1,1.97,10.8,2015,4,4,13,0,15
2,1,0.63,6.3,2015,4,4,12,6,17
1,1,2.0,9.3,2015,4,4,19,6,21
2,1,0.26,4.3,2015,4,4,29,2,9
2,1,1.34,9.8,2015,4,4,17,4,8
2,1,1.98,14.69,2015,4,4,22,2,17
2,1,0.81,6.8,2015,4,4,29,2,11
2,1,1.76,10.3,2015,4,4,15,2,1
2,1,1.17,10.56,2015,4,4,17,4,18
1,2,1.5,10.3,2015,4,4,23,3,23
1,3,1.3,10.55,2015,4,4,27,0,20
2,1,4.39,17.3,2015,4,4,15,2,10
1,1,6.6,30.95,2015,4,4,15,2,11
2,1,2.83,13.3,2015,4,4,28,1,23
1,1,3.6,14.3,2015,4,4,28,1,11
1,2,3.0,15.3,2015,4,4,25,5,2
2,1,0.52,5.8,2015,4,4,27,0,13
2,2,1.35,11.0,2015,4,4,3,4,18
2,1,1.7,10.56,2015,4,4,9,3,8
2,1,4.52,17.8,2015,4,4,27,0,2
2,1,2.64,12.3,2015,4,4,17,4,3
2,1,4.54,23.16,2015,4,4,2,3,15
2,1,8.65,45.36,2015,4,4,22,2,17
2,1,1.59,10.3,2015,4,4,1,2,19
2,1,3.26,17.3,2015,4,4,7,1,19
2,1,1.24,11.16,2015,4,4,18,5,19
1,2,1.3,9.8,2015,4,4,3,4,18
2,1,1.59,7.8,2015,4,4,12,6,12
2,2,4.39,16.8,2015,4,4,27,0,10
2,1,1.54,11.16,2015,4,4,9,3,9
2,1,1.5,8.8,2015,4,4,23,3,14
2,1,4.33,23.14,2015,4,4,4,5,14
1,1,5.1,24.3,2015,4,4,10,4,20
2,1,0.97,6.3,2015,4,4,15,2,22
2,1,1.35,8.16,2015,4,4,13,0,9
2,1,5.66,19.8,2015,4,4,8,2,11
1,1,5.3,24.8,2015,4,4,16,3,7
1,1,0.4,5.8,2015,4,4,10,4,17
2,1,1.63,9.8,2015,4,4,27,0,18
1,1,0.5,5.3,2015,4,4,4,5,1
2,1,4.57,17.3,2015,4,4,19,6,9
2,2,1.88,8.8,2015,4,4,18,5,23
2,1,3.43,14.8,2015,4,4,27,0,9
1,3,3.7,20.8,2015,4,4,14,1,17
2,2,1.22,10.0,2015,4,4,11,5,1
2,1,2.08,11.3,2015,4,4,7,1,9
2,1,1.57,10.56,2015,4,4,6,0,0
2,1,2.01,10.3,2015,4,4,1,2,11
1,1,5.8,23.3,2015,4,4,28,1,15
1,1,1.4,7.3,2015,4,4,1,2,7
1,1,10.0,40.3,2015,4,4,18,5,21
